ID;Nome Fantasia;Razão Social;CNPJ;Status Sintegra-RS;Segmento;CNAE Fiscal;Cidade;Endereço Completo;Bairro;CEP;Distância (km);Telefone;WhatsApp;E-mail;Possui Site?;Site / Website URL;Decisor;Porte;PDVs Estimados;Lead Score;Observações
CLI-REAL-0280;Farmacia Tres;FARMACIA TRES LTDA;03.784.801/0001-83;Ativa;Farmácias & Drogarias;;Tapera;AVENIDA 15 DE NOVEMBRO, 1011 - SALA 01;Centro;99490-000;62.1;(54) 3385-2342;555433852342;farmacia.tres.tapera@hotmail.com;NÃO;Não possui site;Ismael Tres;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Farmácias & Drogarias em Tapera-RS. Decisor(a): Ismael Tres. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0281;Fepol;FEPOL INDUSTRIA E COMERCIO DE ARTEFATOS DE CIMENTO LTDA;05.514.442/0001-70;Ativa;Prestação de Serviços & Varejo;;Tapera;RODOVIA RS 332 KM 152, S/N - 360 SUL;Distrito Insdustrial;99490-000;62.1;(54) 3385-1593;555433851593;fepol.tapera@gmail.com;NÃO;Não possui site;Roberto Carlos Ficagna;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Tapera-RS. Decisor(a): Roberto Carlos Ficagna. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0282;Ki-Presente;LIVRARIA E BAZAR TAPERENSE LTDA;04.394.952/0001-98;Ativa;Papelarias & Bazares;;Tapera;AVENIDA 15 DE NOVEMBRO, 1108;Centro;99490-000;62.1;(54) 3385-1363;555433851363;ki.presente.tapera@gmail.com;NÃO;Não possui site;Jonas Luis Muller;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Papelarias & Bazares em Tapera-RS. Decisor(a): Jonas Luis Muller. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0283;Laboratorio Bioexame;LABORATORIO BIOEXAME LTDA;04.857.501/0001-40;Ativa;Prestação de Serviços & Varejo;;Tapera;RUA BUI BARBOSA, 458;Centro;99490-000;62.1;(54) 3385-1031;555433851031;laboratorio.bioexame.tapera@outlook.com;NÃO;Não possui site;Mauricio Rotta;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Tapera-RS. Decisor(a): Mauricio Rotta. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0284;Multi Safra;MULTI SAFRA CONSTRUCOES LTDA;07.021.542/0001-90;Ativa;Prestação de Serviços & Varejo;;Tapera;RODOVIA RS 332 KM 151,9 DISTRITO INDUSTRIAL II, SN;Vila Raspa;99490-000;62.1;(54) 3385-3777;555433853777;multi.safra.tapera@hotmail.com;NÃO;Não possui site;Sergio Antonio Lasch;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Tapera-RS. Decisor(a): Sergio Antonio Lasch. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0285;Ndb Locadora De Veiculos;NDB LOCADORA DE VEICULOS LTDA;08.808.668/0001-71;Ativa;Prestação de Serviços & Varejo;;Tapera;RODOVIA RS 332, 775 - PREDIO 1 BL D SALA 7;Vila Raspa;99490-000;62.1;(54) 9162-7283;555491627283;ndb.locadora.veiculos.tapera@gmail.com;NÃO;Não possui site;Nicoli Durigon Bortolan;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Tapera-RS. Decisor(a): Nicoli Durigon Bortolan. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0286;S.H.E.;INDUSTRIA S. H. E. LTDA;03.121.425/0001-47;Ativa;Indústrias & Metalúrgicas;;Tapera;"TRAVESSA 240, S/N - LOTE: 16;";Distrito Industrial Ii;99490-000;62.1;(54) 3199-3699;555431993699;s.h.e.tapera@gmail.com;NÃO;Não possui site;Cicero Ronaldo Marques;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Indústrias & Metalúrgicas em Tapera-RS. Decisor(a): Cicero Ronaldo Marques. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0287;Signor Concretos;SIGNOR CONCRETOS LTDA;00.380.314/0001-67;Ativa;Construção Civil & Engenharia;;Tapera;RUA PERIMETRAL EDVINO MALDANER, 685 - QUADRA57 LOTE 26;Perimetral Edvino Maldaner;99490-000;62.1;(54) 3385-1050;555433851050;contato@signorconcretos.com.br;SIM;https://www.signorconcretos.com.br;Felipe Valderi Signor;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Construção Civil & Engenharia em Tapera-RS. Decisor(a): Felipe Valderi Signor. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0288;Technorodas;AGRI RODAS INDUSTRIAL AGRICOLA LTDA;09.412.374/0001-99;Ativa;Indústrias & Metalúrgicas;;Tapera;RODOVIA ERS 332, KM 156,7, S/N - LINHA CINCO IRMAOS;Interior;99490-000;62.1;(54) 3385-2785;555433852785;contato@technorodas.com.br;SIM;https://www.technorodas.com.br;Claudiomiro Valentim Spielmann;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Indústrias & Metalúrgicas em Tapera-RS. Decisor(a): Claudiomiro Valentim Spielmann. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0289;Tor-Metais;TORNEARIA RIO-GRANDENSE LTDA;05.402.273/0001-86;Ativa;Indústrias & Metalúrgicas;;Tapera;ESTRADA TR 240, 7290;Distrito Industrial;99490-000;62.1;(54) 9936-7675;555499367675;tor.metais.tapera@gmail.com;NÃO;Não possui site;Maria Claucir Barossi;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Indústrias & Metalúrgicas em Tapera-RS. Decisor(a): Maria Claucir Barossi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0290;Transportadora Do Inho;TRANSPORTADORA DO INHO LTDA;03.412.967/0001-79;Ativa;Transporte & Logística;;Tapera;AVENIDA JOSE BAGGIO, 775 - CASA;Vila Sao Judas Tadeu;99490-000;62.1;(54) 3385-1025;555433851025;transportadora.inho.tapera@gmail.com;NÃO;Não possui site;Joao Carlos Morais;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Tapera-RS. Decisor(a): Joao Carlos Morais. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0291;Agropecuaria Flc;AGROPECUARIA FLC LTDA;05.120.486/0001-15;Ativa;Prestação de Serviços & Varejo;;Erebango;LOC BARONESA CLARA, S/N;Baronesa Clara;99920-000;62.5;(54) 9974-2814;555499742814;agropecuaria.flc.erebango@outlook.com;NÃO;Não possui site;Itacir Francisco Astolfi;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Erebango-RS. Decisor(a): Itacir Francisco Astolfi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0292;Comercial Agricola Gutatry;COMERCIAL AGRICOLA GUTATRY LTDA;07.185.552/0001-60;Ativa;Prestação de Serviços & Varejo;;Erebango;RUA JACOB RECH, 10;Centro;99920-000;62.5;(54) 9160-0260;555491600260;comercial.agricola.gutatry.erebango@hotmail.com;NÃO;Não possui site;Diogo Petry;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Erebango-RS. Decisor(a): Diogo Petry. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0293;Diana Lohmann Transportes;DIANA LOHMANN TRANSPORTES LTDA;09.244.022/0001-71;Ativa;Transporte & Logística;;Erebango;RUA INDEPENDENCIA, 14 - SALA 2;Centro;99920-000;62.5;(54) 9634-9932;555496349932;diana.lohmann.transportes.erebango@gmail.com;NÃO;Não possui site;Diana Lohmann;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Transporte & Logística em Erebango-RS. Decisor(a): Diana Lohmann. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0294;Doce Alimentos;DOCE ALIMENTOS LTDA;06.176.295/0001-38;Ativa;Transporte & Logística;;Erebango;RUA HENRIQUE WERMINGHOFF, 941;Centro;99920-000;62.5;(54) 3083-5009;555430835009;doce.alimentos.erebango@gmail.com;NÃO;Não possui site;Leandro Marcelo Soares De Melo;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Transporte & Logística em Erebango-RS. Decisor(a): Leandro Marcelo Soares De Melo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0295;Erlon Deniz Zanata Moagem De Trigo;ERLON DENIZ ZANATA MOAGEM DE TRIGO LTDA;00.515.309/0001-14;Ativa;Prestação de Serviços & Varejo;;Erebango;AVENIDA OURO VERDE, 367;Centro;99920-000;62.5;(54) 3344-2529;555433442529;erlon.deniz.erebango@outlook.com;NÃO;Não possui site;Erlon Deniz Zanata;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Erebango-RS. Decisor(a): Erlon Deniz Zanata. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0296;Fernando Ricardo Zboralski;FERNANDO RICARDO ZBORALSKI;07.778.507/0001-10;Ativa;Móveis & Decoração;;Erebango;, ;Interior;99920-000;62.5;(54) 3361-1110;555433611110;fernando.ricardo.zboralski.erebango@hotmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Móveis & Decoração em Erebango-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0297;Lider Farma Erebango;LIDER FARMA EREBANGO LTDA;05.203.472/0001-65;Ativa;Farmácias & Drogarias;;Erebango;AVENIDA OURO VERDE, 490 - SALA 01;Centro;99920-000;62.5;(54) 3339-1069;555433391069;lider.farma.erebango.erebango@gmail.com;NÃO;Não possui site;Kananda Meregalli Dall Agnol;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Farmácias & Drogarias em Erebango-RS. Decisor(a): Kananda Meregalli Dall Agnol. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0298;Mello & Filhos;MELLO & FILHOS LTDA;04.565.557/0001-20;Ativa;Prestação de Serviços & Varejo;;Erebango;RUA INDEPENDENCIA, 14;Centro;99920-000;62.5;(54) 3339-1104;555433391104;mello.filhos.erebango@gmail.com;NÃO;Não possui site;Joel Carlos Mello;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Erebango-RS. Decisor(a): Joel Carlos Mello. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0299;Agricola Kuffel;AGRICOLA KUFFEL LTDA;06.014.934/0001-69;Ativa;Transporte & Logística;;Colorado;BR 285 KM358, S/N - RODOVIA;Distrito Vista Alegr;99460-000;64.4;(54) 3361-1169;555433611169;agricola.kuffel.colorado@outlook.com;NÃO;Não possui site;Charles Kuffel;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Colorado-RS. Decisor(a): Charles Kuffel. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0300;Centro Mistico;COMERCIO VAREJISTA LUA MISTICA CASTRO LTDA;07.012.764/0001-46;Ativa;Lojas de Roupas & Calçados;;Colorado;AVENIDA BOA ESPERANCA, 699;Centro;99460-000;64.4;(54) 8111-8254;555481118254;mistico.colorado@hotmail.com;NÃO;Não possui site;Adriana De Castro;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Lojas de Roupas & Calçados em Colorado-RS. Decisor(a): Adriana De Castro. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0301;Eco Serraria;ECO SERRARIA LTDA;04.767.809/0001-02;Ativa;Prestação de Serviços & Varejo;;Colorado;RUA SAO JOSE, 12;Centro;99460-000;64.4;(54) 3334-1442;555433341442;eco.serraria.colorado@gmail.com;NÃO;Não possui site;Carmen Maria Weschenfelder;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Colorado-RS. Decisor(a): Carmen Maria Weschenfelder. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0302;Loterica Colorado;LOTERICA COLORADO LTDA.;05.296.980/0001-35;Ativa;Prestação de Serviços & Varejo;;Colorado;AVENIDA BOA ESPERANCA, 637;Centro;99460-000;64.4;(54) 9159-5051;555491595051;loterica.colorado.colorado@gmail.com;NÃO;Não possui site;Cristina Isabel Dias Cardozo;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Colorado-RS. Decisor(a): Cristina Isabel Dias Cardozo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0303;Lupharma;LURDES VARGAS;08.593.421/0001-85;Ativa;Farmácias & Drogarias;;Colorado;, ;Centro;99460-000;64.4;(54) 3361-1185;555433611185;lupharma.colorado@outlook.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Farmácias & Drogarias em Colorado-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0304;Produfort;PRODUFORT INDUSTRIA DE MAQUINAS E EQUIPAMENTOS LTDA.;04.465.764/0001-03;Ativa;Indústrias & Metalúrgicas;;Colorado;VIA RS 402, S/N - PREDIO;Industrial;99460-000;64.4;(54) 3361-1103;555433611103;contato@produfort.com.br;SIM;https://www.produfort.com.br;Fernando Boff;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Indústrias & Metalúrgicas em Colorado-RS. Decisor(a): Fernando Boff. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0305;Supermercado Bom Preco;BOLIVAR ANTONIO MARTINS PINTO;09.406.039/0001-88;Ativa;Supermercados & Mercearias;;Colorado;, ;Vista Alegre;99460-000;64.4;(54) 3361-1188;555433611188;supermercado.bom.preco.colorado@gmail.com;NÃO;Não possui site;Diretoria Comercial;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Supermercados & Mercearias em Colorado-RS. Decisor(a): Diretoria Comercial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0306;F S Sementes;F S SEMENTES LTDA;09.517.989/0001-80;Ativa;Prestação de Serviços & Varejo;;Coxilha;RUA JOSE FELIX ANTUNES, 90 - SALA 02;Centro;99145-000;65.3;(54) 3313-6753;555433136753;f.s.sementes.coxilha@gmail.com;NÃO;Não possui site;Mario Angelo Possa;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Coxilha-RS. Decisor(a): Mario Angelo Possa. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0307;Folle Gas;FOLLE COMERCIO DE GAS LTDA;07.215.150/0001-61;Ativa;Distribuidoras de Bebidas & Gás;;Coxilha;RUA HORTENCIO FORTES, 104 - CASA;Centro;99145-000;65.3;(54) 3379-1261;555433791261;folle.gas.coxilha@outlook.com;NÃO;Não possui site;Leonice Aparecida Souza Folle;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Distribuidoras de Bebidas & Gás em Coxilha-RS. Decisor(a): Leonice Aparecida Souza Folle. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0308;M G Transportes;M. G RIGO TRANSPORTES LTDA;02.826.200/0001-23;Ativa;Transporte & Logística;;Coxilha;AVENIDA DARCY ANTONIO VICENZI, 646 - PRIMEIRO ANDAR;Centro;99145-000;65.3;(05) 4379-1050;550543791050;m.g.transportes.coxilha@hotmail.com;NÃO;Não possui site;Murielli Novelli Rigo;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Coxilha-RS. Decisor(a): Murielli Novelli Rigo. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0309;Mazutti Moveis, Vidracaria E Materiais De Construcao;ANILDO MAZUTTI & CIA LTDA;02.794.665/0001-40;Ativa;Materiais de Construção;;Coxilha;AVENIDA ILSO JOSE WEBBER, 252;Centro;99145-000;65.3;(54) 3361-1140;555433611140;mazutti.moveis.coxilha@gmail.com;NÃO;Não possui site;Anildo Mazutti;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Materiais de Construção em Coxilha-RS. Decisor(a): Anildo Mazutti. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0310;Posto Coxilha;DALLA CORT & CIA LTDA;07.703.034/0001-91;Ativa;Transporte & Logística;;Coxilha;AVENIDA PEDRO NUNES DE SOUZA, 25;Centro;99145-000;65.3;(54) 9961-8709;555499618709;posto.coxilha.coxilha@gmail.com;NÃO;Não possui site;Claudio Joao Dalla Cort;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Transporte & Logística em Coxilha-RS. Decisor(a): Claudio Joao Dalla Cort. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0311;Restaurante Recanto Dos Pinheiros;KELLY MEIRE DALAGO PICCININ LTDA;00.488.491/0001-61;Ativa;Padarias & Gastronomia;;Coxilha;RODOVIA RS 135, S/N - KM 14;Interior;99145-000;65.3;(54) 3361-1161;555433611161;restaurante.recanto.pinheiros.coxilha@outlook.com;NÃO;Não possui site;Kelly Meire Dalago Piccinin;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Padarias & Gastronomia em Coxilha-RS. Decisor(a): Kelly Meire Dalago Piccinin. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0312;Rossato & Tonial;ROSSATO & TONIAL LTDA;07.021.674/0001-11;Ativa;Prestação de Serviços & Varejo;;Coxilha;RODOVIA RS 135, SN - KM 25;Interior;99145-000;65.3;(54) 3312-0303;555433120303;rossato.tonial.coxilha@hotmail.com;NÃO;Não possui site;Emeri Eugenio Tonial;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Coxilha-RS. Decisor(a): Emeri Eugenio Tonial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0313;Sementes Webber;SEMENTES WEBBER LTDA;02.417.167/0001-88;Ativa;Prestação de Serviços & Varejo;;Coxilha;RODOVIA RS 135, S/N - KM 18;Interior;99145-000;65.3;(54) 3314-1474;555433141474;sementes.webber.coxilha@gmail.com;NÃO;Não possui site;Celi Webber Mattei;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Coxilha-RS. Decisor(a): Celi Webber Mattei. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0314;Beto Car;GILBERTO A ESPESSOTO COMERCIO DE PECAS AUTOMOTIVAS LTDA;05.656.538/0001-72;Ativa;Autopeças & Oficinas;;Estação;RUA ANDRE MAFESSONI, 620;Centro;99930-000;65.4;(54) 3337-2555;555433372555;beto.car.estacao@gmail.com;NÃO;Não possui site;Gilberto Antonio Espessoto;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Autopeças & Oficinas em Estação-RS. Decisor(a): Gilberto Antonio Espessoto. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0315;Cacil Materiais De Construcao;OSCAR BOFF & CIA LTDA;05.514.642/0001-22;Ativa;Materiais de Construção;;Estação;RUA GREGORIO SOMENZI, 15;Santo Antonio;99930-000;65.4;(54) 3337-1177;555433371177;cacil.materiais.construcao.estacao@outlook.com;NÃO;Não possui site;Oscar Eugenio Boff;EMPRESA DE PEQUENO PORTE;2;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Materiais de Construção em Estação-RS. Decisor(a): Oscar Eugenio Boff. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0316;Canada ' Plast;CRISTIANE S. DA ROCHA E CIA LTDA;05.877.133/0001-64;Ativa;Prestação de Serviços & Varejo;;Estação;RUA JOSE BORDIN, S/N;Santo Antonio;99930-000;65.4;(54) 3337-2021;555433372021;canada.plast.estacao@hotmail.com;NÃO;Não possui site;Ivanir Fabris;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Estação-RS. Decisor(a): Ivanir Fabris. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0317;Comercial Agricola Brandalise;RONALDO BRANDALISE & CIA LTDA;07.925.835/0001-00;Ativa;Prestação de Serviços & Varejo;;Estação;ESTRADA ERS 475, SN - KM 53.3;Vista Alegre;99930-000;65.4;(54) 9116-6335;555491166335;comercial.agricola.brandalise.estacao@gmail.com;NÃO;Não possui site;Fabio Brandalise;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Estação-RS. Decisor(a): Fabio Brandalise. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0318;Comercial Zaninpharma;COMERCIAL DE COSMETICOS ZANIN LTDA;10.565.392/0001-90;Ativa;Transporte & Logística;;Estação;AVENIDA LIDO TAGLIARI, 1259 - SALA 03;Centro;99930-000;65.4;(54) 3337-1303;555433371303;comercial.zaninpharma.estacao@gmail.com;NÃO;Não possui site;Dilma Zanin;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Transporte & Logística em Estação-RS. Decisor(a): Dilma Zanin. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0319;Eletrontec;ELETRONTEC LTDA;04.731.186/0001-00;Ativa;Prestação de Serviços & Varejo;;Estação;AVENIDA LIDO TAGLIARI, 655;Centro;99930-000;65.4;(54) 3337-1532;555433371532;eletrontec.estacao@outlook.com;NÃO;Não possui site;Alex Antunes;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Estação-RS. Decisor(a): Alex Antunes. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0320;Imperial;INDUSTRIA DE CARROCERIAS IMPERIAL LTDA;08.862.940/0001-00;Ativa;Prestação de Serviços & Varejo;;Estação;RUA 02, 10;Industrial;99930-000;65.4;(54) 3337-1388;555433371388;imperial.estacao@hotmail.com;NÃO;Não possui site;Alcindo Jose Gysi;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Estação-RS. Decisor(a): Alcindo Jose Gysi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0321;Incasul Industria De Carrocerias Do Sul;INCASUL INDUSTRIA DE CARROCERIAS LTDA;01.036.010/0001-40;Ativa;Prestação de Serviços & Varejo;;Estação;ESTRADA DE ACESSO A RS 135, 711;Santo Antonio;99930-000;65.4;(54) 3361-1140;555433611140;incasul.industria.estacao@gmail.com;NÃO;Não possui site;Alcindo Jose Gysi;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Estação-RS. Decisor(a): Alcindo Jose Gysi. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0322;Laboratorio Pro-Saude;LPS LABORATORIO DE ANALISES CLINICAS LTDA;02.086.698/0001-35;Ativa;Prestação de Serviços & Varejo;;Estação;AVENIDA LIDO TAGLIARI, 931;Centro;99930-000;65.4;(05) 4337-1483;550543371483;laboratorio.pro.saude.estacao@gmail.com;NÃO;Não possui site;Maristela Brandalise;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Estação-RS. Decisor(a): Maristela Brandalise. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0323;Maicon Tonial &;MAICON TONIAL & CIA LTDA;10.427.469/0001-65;Ativa;Prestação de Serviços & Varejo;;Estação;RODOVIA RS 135, S/N - KM 47;Capela Santa Lucia;99930-000;65.4;(54) 3341-3949;555433413949;maicon.tonial.estacao@outlook.com;NÃO;Não possui site;Maicon Jean Tonial;MICRO EMPRESA;3;70;Empresa MICRO EMPRESA ativa no ramo de Prestação de Serviços & Varejo em Estação-RS. Decisor(a): Maicon Jean Tonial. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0324;Megafarma;MEGAFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA.;07.767.905/0001-30;Ativa;Farmácias & Drogarias;;Estação;AVENIDA LIDO TAGLIARI, 1224 - SALA 1;Centro;99930-000;65.4;(54) 3337-1168;555433371168;megafarma.estacao@hotmail.com;NÃO;Não possui site;Daniela Rosa Batistela;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Farmácias & Drogarias em Estação-RS. Decisor(a): Daniela Rosa Batistela. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0325;Nelson Pneus;NELSON PAGOTTO MOREIRA & CIA LTDA;10.586.361/0001-15;Ativa;Autopeças & Oficinas;;Estação;RUA CONEGO GREGORIO COMASSETTO, SN - FUNDOS;Santo Antonio;99930-000;65.4;(54) 9177-7774;555491777774;nelson.pneus.estacao@gmail.com;NÃO;Não possui site;Mari Fatima Pasa Moreira;MICRO EMPRESA;2;70;Empresa MICRO EMPRESA ativa no ramo de Autopeças & Oficinas em Estação-RS. Decisor(a): Mari Fatima Pasa Moreira. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0326;Polo Agricola;POLO AGRICOLA VENDA DE INSUMOS PARA AGRICULTURA LTDA;07.881.382/0001-59;Ativa;Prestação de Serviços & Varejo;;Estação;AVENIDA LIDO TAGLIARI, 49;Santo Antonio;99930-000;65.4;(54) 9919-0434;555499190434;contato@poloagricola.com.br;SIM;https://www.poloagricola.com.br;Selmar Esberse;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Prestação de Serviços & Varejo em Estação-RS. Decisor(a): Selmar Esberse. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0327;Prata Engenharia E Construcoes;FERRARESE CONSTRUCOES LTDA;01.505.417/0001-79;Ativa;Construção Civil & Engenharia;;Estação;RUA LUIZ ANTONIOLLI, 393 - SALA 01;Centro;99930-000;65.4;(54) 9206-8255;555492068255;prata.engenharia.construcoes.estacao@outlook.com;NÃO;Não possui site;Rosicler Borsatti Ferrarese;DEMAIS;3;70;Empresa DEMAIS ativa no ramo de Construção Civil & Engenharia em Estação-RS. Decisor(a): Rosicler Borsatti Ferrarese. Dados verificados na Receita Federal e Sintegra-RS.
CLI-REAL-0328;Rio Grande On Line;RIO GRANDE TECNOLOGIA E COMUNICACAO MULTIMIDIA LTDA;01.896.198/0001-04;Ativa;Prestação de Serviços & Varejo;;Estação;RUA JAHIR BOEIRA DE ALMEIDA, 411 - SALA 1;Centro;99930-000;65.4;(54) 3341-5005;555433415005;rio.grande.estacao@hotmail.com;NÃO;Não possui site;Clovis Antonio Cecconello;EMPRESA DE PEQUENO PORTE;3;70;Empresa EMPRESA DE PEQUENO PORTE ativa no ramo de Prestação de Serviços & Varejo em Estação-RS. Decisor(a): Clovis Antonio Cecconello. Dados verificados na Receita Federal e Sintegra-RS.
